exercise_number,solution
"1.266","$v_{x}=v_{0} \cos \alpha; \quad v_{y}=v_{0} \sin \alpha-g t$;\\ $x=v_{0} t \cos \alpha; \quad y=v_{0} t \sin \alpha-\frac{1}{2} g t^{2}$;\\ Pentru ""bătaia"" (distanța) $x=d$, vom avea $d=v_{0} t \cos \alpha \Rightarrow t=\frac{d}{v_{0} \cos \alpha}$.\\ Dar atunci când  $x=d$, avem $y=0$ (obuzul ajunge din nou la suprafața pământului) şi: $v_{0} t \sin \alpha=\frac{1}{2} g t^{2}$;\\ Cum $t \neq 0$, rămâne: $v_{0} \sin \alpha=\frac{g t}{2}=\frac{g}{2} \frac{d}{v_{0} \cos \alpha}$ şi de aici:\\ $v_{0}^{2}=\frac{g d}{2 \sin \alpha \cos \alpha}=\frac{g d}{\sin 2 \alpha} \Rightarrow v_{0}=446 \mathrm{~m} / \mathrm{s}$.\\"
"1.267","În poziția $D$ (vezi figura problemei):\\ $G+F_{c f}=T_{\max} \Rightarrow m g+\frac{m v_{\max}^{2}}{l} \leq T_{\max}$.\\ În punctul $A$:\\ $v_{A}=0; \quad F_{c f}=\frac{m v_{A}^{2}}{l}=0; \quad T<G$.\\ În punctul $D$, tensiunea este maximă pentru că viteza masei pendulului este maximă. Dar în punctul $D$ (cel mai de jos) avem:\\ $E_{\text {potențial}}=E_{\text {cinetic}} \Rightarrow m g l(1-\cos \alpha)=\frac{m v_{\max}^{2}}{2} \Rightarrow v_{\max}=\sqrt{2 g l\left(1-\cos \alpha_{\max}\right)}$.\\ $F_{c f \max}=\frac{m v_{\max}^{2}}{l}=\frac{m g}{l} \cdot 2 l\left(1-\cos \alpha_{\max}\right)=2 m g\left(1-\cos \alpha_{\max}\right)$.\\ În poziția $D$, de „echilibru"" trebuie însă îndeplinită condiția:\\ $T=G+F_{c f}=\frac{m v_{0}^{2}}{l}+m g \leq T_{\max}$;\\ Sau: $3 g-2 g \cos \alpha_{\max} \leq 40 \frac{\mathrm{~m}}{\mathrm{~s}^{2}} \Rightarrow \alpha_{\max}=\arccos \left(-\frac{1}{2}\right)=120^{\circ}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-256}\\ Figura problemei \end{center}\\"
"1.268","Vezi figura problemei.\\ $\alpha=30^{\circ}; \quad m=50 \mathrm{~kg}; \quad F=294 \mathrm{~N}$;\\ $F_{\text {apăsare}}=G_{N}-F_{N}=G \cos \alpha-F \sin \alpha$;\\ $F_{\text {frecare}}=\mu F_{\text {apăsare}}$;\\ $F_{\text {frecare}}=\mu(G \cos \alpha-F \sin \alpha)$;\\ Conform legii fundamentale a dinamicii: $\sum F_{i}=m a$, pe care o aplicăm în lungul direcției tangențiale (planului înclinat), avem:\\ $G_{t}+F_{t}-F_{\text {frecare }}=m a \Rightarrow m g \sin \alpha+F \cos \alpha-\mu(m g \cos \alpha-F \sin \alpha)=m a$.\\ De aici: $a=g \sin \alpha+\frac{F}{m} \cos \alpha-\mu g \cos \alpha+\mu \frac{F}{m} \sin \alpha$;\\ Neglijând frecările ($\mu=0$), rămâne:\\ $a=g \sin \alpha+\frac{F}{m} \cos \alpha=10 \sin 30^{\circ}+\frac{294}{50} \cdot \cos 30^{\circ}=10,1 \frac{\mathrm{~m}}{\mathrm{~s}^{2}}$;\\ $F_{\text {apāsare}}=G_{N}-F_{N}=m g \cos \alpha-F \sin \alpha=285,5 \mathrm{~N}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-257(1)}\\ Figura problemei \end{center}\\"
"1.269","Pentru pozițiile celor două picături (vezi figura problemei) putem scrie:\\ $y_{1}=H-\frac{1}{2} g(t+\tau)^{2}; \quad y_{2}=H-\frac{1}{2} g \tau^{2}$ şi de aici:\\ $\Delta h=y_{2}-y_{1}=\frac{1}{2} g(t+\tau)^{2} \Rightarrow \Delta h=-\frac{1}{2} g \tau^{2}+\frac{1}{2} g t^{2}+g t \tau+\frac{1}{2} g \tau^{2}$.\\ Sau: $(t+2)^{2}-5-4=0 \Rightarrow(t+2)^{2}=9 \Rightarrow t=-5 \mathrm{~s}$ (nu convine) şi $t=1 \mathrm{~s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-257}\\ Figura problemei \end{center}\\"
"1.270","Forța necesară tracțiunii schiorilor este: $F=n \cdot m g \sin \alpha$, iar puterea dezvoltată de teleschi este:\\ $P=F v=n m g v \sin \alpha=100 \cdot 72 \cdot 9,8 \cdot 0,5 \cdot 10 \cdot \frac{10^{3}}{3600}=98 \mathrm{~kW}$.\\"
"1.271","Pentru a nu cădea, este necesar ca forța de frecare maximă, şi anume $F_{f max}=\mu N$, unde $N$ este apăsarea normală între corp şi cărucior, să fie cel puțin egală cu greutatea corpului. Deci: $\mu N \geq m g$. Dar forța de apăsare normală $N$ este cea care produce accelerația corpului $m$, prin urmare $N=m a$.\\ Relația necesară este aşadar: $\mu m a \geq m g \Rightarrow a \geq \frac{g}{\mu}$.\\"
"1.272","Întrucât impulsul transportat de ploaie pe direcția orizontală este nul, și neglijând forțele de frecare cu şinele, din condiția conservării impulsului pe direcția deplasării vagonului rezultă relația: $M v_{0}=(M+m) v$, unde $M$ este masa vagonului, $m$ masa totală a apei de ploaie strânsă în vagon, $v_{0}$ viteza inițială a vagonului gol şi $v$ viteza acestuia după încărcarea cu apa de ploaie.\\ Rezultă din calcul: $v=\frac{M v_{0}}{M+m}=0,91 \mathrm{~m} / \mathrm{s}$.\\"
"1.273","Din formula lui Galilei se poate calcula accelerația cu care este frânat ascensorul: $0=v^{2}-2 a d \Rightarrow a=\frac{v^{2}}{2 d}$.\\ Această accelerație este produsă prin acțiunea tensiunii în fir şi a greutății, legea a doua a lui Newton scriindu-se: $T-m g=m a$, de unde tensiunea în fir:\\ $T=m(g+a)=m\left(g+\frac{v^{2}}{2 d}\right)=800\left(9,8+\frac{10^{2}}{2 \cdot 25}\right)=9440 \mathrm{~N}$.\\"
"1.274","La aceeaşi viteză, forța de rezistență din partea apei este aceeaşi, prin urmare tensiunea din cablu în cazul remorcării trebuie să fie egală cu forța de tracțiune a motorului, care este dată de:\\ $F=\frac{P}{v}=\frac{30 \mathrm{~kW}}{30 \mathrm{~km} / \mathrm{h}}=\frac{30 \mathrm{~kW}}{30 \mathrm{~km} / \mathrm{s}} \cdot 3600=3600 \mathrm{~N}$.\\"
"1.275","În punctul cel mai de jos al traiectoriei, tensiunea din coardă este:\\ $T_{1}=m g+m \frac{v_{1}{ }^{2}}{R}$, iar în punctul cel mai de sus este $T_{2}=m \frac{v_{2}{ }^{2}}{R}-m g$. Din legea conservării energiei mecanice mai putem de asemenea deduce:\\ $\frac{m v_{1}^{2}}{2}=\frac{m v_{2}^{2}}{2}+2 m g R$.\\ În final obținem: $T_{1}-T_{2}=2 m g+4 m g=6 m g$.\\"
"1.276","a) Trebuie considerate simultan ecuațiile pentru spațiu şi pentru viteză:\\ $S_{1}=S_{01}+v_{01} t+a_{1} \frac{t^{2}}{2}$ şi $S_{2}=S_{02}+v_{02} t+a_{2} \frac{t^{2}}{2}$;\\ $S_{01}=S_{02}$ pentru prima depăşire, la $t=0$;\\ $S_{1}=S_{2}$ pentru a doua depăşire pentru $v_{01} \tau_{d}+a_{1} \frac{\tau_{d}^{2}}{2}=v_{02} \tau_{d}+a_{2} \frac{\tau_{d}^{2}}{2}$, unde:\\ $\tau_{d}=$ durata dintre depăşiri $\Rightarrow \tau_{d}=2 \frac{v_{01}-v_{02}}{a_{2}-a_{1}}$.\\ b) $v_{1}=v_{01}+a_{1} t; \quad v_{2}=v_{02}+a_{2} t$;\\ Viteza este egală când $v_{1}=v_{2}$ pentru $t=\tau_{v} \Rightarrow v_{01}+a_{1} \tau_{v}=v_{02}+a_{2} \tau_{v} \Rightarrow \tau_{v}=\frac{v_{01}-v_{02}}{a_{2}-a_{1}}=\frac{\tau_{d}}{2}=7 \mathrm{~s}$.\\"
"1.277","Se consideră puterea consumată pentru ridicarea centrului de masă:\\ $P=\frac{L}{t}=\frac{m g h d}{l_{p} \cdot t}=400 \mathrm{~W}$.\\"
"1.278","Din figura problemei: $\mathrm{CU}-\mathrm{BB}=\mathrm{CU}=v t; \quad \mathrm{BC}=v_{0} t$;\\ $v=\frac{\mathrm{CU}}{t}=\frac{\mathrm{CU}}{\mathrm{BC}} v_{0}=\frac{H}{H-h} v_{0}=\frac{5,4}{54-1,8} 2=3 \mathrm{~m} / \mathrm{s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-259}\\ Figura problemei \end{center}\\"
"1.279","$P_{\text {medie}}=\frac{L}{t}=\frac{E_{\text {cin}}}{t}=m \frac{v^{2}}{2 t}=\frac{G}{g} \frac{v^{2}}{2 t}=4 \mathrm{~kW}$.\\"
"1.280","$t_{\min}=\frac{S_{\min}}{v}$. Pentru deplasare, prin contact permanent cu suprafața cutiei (vezi figura problemei):\\ $S=\mathrm{OD}+\mathrm{DC}=\sqrt{l^{2}+f^{2}}+\sqrt{l^{2}+(l-f)^{2}}$.\\ $S_{\text {min}}$ se obține pentru $f$ dedus din relația de minim:\\ $\frac{\mathrm{d} S}{\mathrm{~d} f}=0 \Rightarrow \frac{1}{2} \cdot \frac{2 f}{\sqrt{l^{2}+f^{2}}}-\frac{1}{2} \frac{2(l-f)}{\sqrt{l^{2}+(l-f)^{2}}}=0\\ f^{2} \cdot\left|l^{2}+(l-f)^{2}\right|=(l-f)^{2} \cdot\left(l^{2}+f^{2}\right) \Rightarrow f^{2} l^{2}=l^{2}(l-f)^{2} \Rightarrow f=\frac{l}{2}$;\\ $S_{\text {min}}=\sqrt{5} l$;\\ $t_{\text {min}}=\frac{S_{\text {min}}}{v}=\frac{\sqrt{5} l}{v}=\frac{\sqrt{5}}{0,1} \cdot 200 \mathrm{~s}=447 \mathrm{~s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-259(1)}\\ Figura problemei \end{center}\\"
"1.281","Observatorul aude sunetele propagate direct şi prin reflexie pe zid după timpul $\tau=\frac{\overline{M A O}-\overline{M O}}{v_{s}}$. Conform figurii problemei, avem:\\ $\tau=\frac{2 \sqrt{d^{2}+\frac{l^{2}}{4}}-l}{v} \Rightarrow d=\frac{1}{2} \sqrt{v \tau(v \tau+2 l)} \approx 214 \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-260}\\ Figura problemei \end{center}\\"
"1.282","$F_{m}=\frac{\Delta p}{\Delta t}=\frac{100}{5} \mathrm{~N}=20 \mathrm{~N}$.\\"
"1.283","$t=t_{1}+t_{2}; \quad v_{m}=\frac{d}{t_{1}+t_{2}}$;\\ $t=\frac{d}{v_{m}}=\frac{1}{2} \cdot \frac{d}{v_{1}}+\frac{1}{2} \cdot \frac{d}{v_{2}} \Rightarrow v_{1}=\frac{v_{2} v_{m}}{2 v_{2}-v_{m}}=108 \mathrm{~km} / \mathrm{h}=30 \mathrm{~m} / \mathrm{s}$.\\"
"1.284","Accelerația centrifugă trebuie să fie cel mult egală cu forța de frecare:\\ $\frac{v^{2}}{R} \leq \mu g \Rightarrow R \geq \frac{v^{2}}{\mu g}=\frac{15^{2}}{0,5 \cdot 9,8} \mathrm{~m}=45,9 \mathrm{~m}$.\\"
"1.285","Balonul nu poate zbura în contra vântului.\\"
"1.286","Dacă forța de tracțiune se menține constantă:\\ $F_{t}=\mu M g=\mu g(M-m)+a(M-m)$, de unde:\\ $a=\frac{\mu m g}{M-m}=\frac{0,05 \cdot 4 \cdot 10^{3} \mathrm{~kg} \cdot 9,8 \mathrm{~ms}^{-2}}{(44-4) \cdot 10^{4} \mathrm{~kg}}=0,049 \mathrm{~m} / \mathrm{s}^{2}$, iar $\nu=10 \mathrm{~m} / \mathrm{s}$.\\"
"1.287","$v=\sqrt{v_{0}^{2}+2 g h}=\sqrt{\left(-v_{0}\right)^{2}+2 g h} \approx 21 \mathrm{~ms}^{-1}$. Pentru ambele situații, $v_{1}=v_{2}$. Deci $\Delta v=v_{1}-v_{2}=0$.\\"
"1.288","Modulul de elasticitate şi forţele sunt aceleaşi, deci:\\ $\Delta l_{1}=l_{1} \frac{1}{E} \frac{F}{S_{1}}; \quad \Delta l_{2}=l_{2} \frac{1}{E} \frac{F}{S_{2}}$;\\ $S_{2}=2 S_{1}; \quad l_{2}=\frac{l_{1}}{2}$;\\ $\Delta l_{2}=\Delta l_{1} \frac{l_{2}}{l_{1}} \cdot \frac{S_{1}}{S_{2}}=\frac{\Delta l_{1}}{4}=1 \mathrm{~cm}$.\\"
"1.289","$v_{0}^{\prime}=3 v_{0}; \quad \Delta h=h_{\text {max}}^{\prime}-h_{\text {min}}=\frac{v_{0}^{\prime 2}}{2 g}-\frac{v_{0}^{2}}{2 g}=\frac{v_{0}^{2}}{2 g}\left(3^{2}-1\right)=640 \mathrm{~m}$.\\"
"1.290","Accelerația de frânare fiind presupusã aceeaşi, avem:\\ $a=\frac{v_{0}^{2}}{2 d^{\prime}}=\frac{v_{0}^{2}-v_{1}^{2}}{2 d} \Rightarrow$ $d^{\prime}=\frac{v_{0}^{2}}{v_{0}^{2}-v_{1}^{2}} d=25 \mathrm{~cm}$.\\"
"1.291","a) Viteza rezultantă față de mal se obține prin compunerea vectorială a vitezei râului şi a vitezei bărcii față de apă. Acestea fiind perpendiculare, valoarea vitezei rezultate va fi:\\ $v=\sqrt{3^{2}+4^{2}}=\sqrt{25}=5 \mathrm{~m} / \mathrm{s}$.\\ b) Timpul necesar traversării râului este:\\ $t=\frac{600 \mathrm{~m}}{3 \mathrm{~m} / \mathrm{s}}=200 \mathrm{~s}=3 \mathrm{~min}\ 20 \mathrm{~s}$.\\ În acest timp, râul deplasează barca pe o distanță egală cu:\\ $d=200 \mathrm{~s} \cdot 4 \frac{\mathrm{~m}}{\mathrm{~s}}=800 \mathrm{~m}$.\\"
"1.292","Se observă că greutatea corpului care atârnă $G_{2}=m_{2} g$ este mai mică decât forța de frecare pe care ar întâmpina-o la alunecare corpul de pe suprafața orizontală și anume $F_{f}^{\max}=\mu m_{1} g$, întrucât $m_{2}<\mu m_{1}$. Aşadar, corpurile rămân în repaus, accelerația fiind astfel nulă şi tensiunea din fir, egalând greutatea corpului care atârnă:\\ $\left\{\begin{array}{l} T=m_{2} g=5 \cdot 9,8=49 \mathrm{~N}\\ a=0 . \end{array}\right.$\\"
"1.293","Accelerația automobilului rezultă din legea vitezei $v_{2}=v_{1}+a \cdot \Delta t$, de unde:\\ $a=\frac{82,8-36}{13} \cdot \frac{\mathrm{~km} / \mathrm{h}}{\mathrm{~s}}=3,6 \cdot \frac{10^{3}}{3600} \mathrm{~m} / \mathrm{s}^{2}=1 \mathrm{~m} / \mathrm{s}^{2}$.\\ Distanța parcursă în acest timp se obține din legea mişcării:\\ $\Delta s=v_{1} \Delta t+a \frac{(\Delta t)^{2}}{2}=\frac{v_{1}+v_{2}}{2} \cdot \Delta t=\frac{82,8+36}{2} \cdot \frac{13}{3600} \mathrm{~km}=214,5 \mathrm{~m}$.\\"
"1.294","Legea a doua a dinamicii se scrie:\\ a) pentru ultimul vagon: $T_{2}=m a$;\\ b) pentru sistemul vagoanelor: $T_{1}=2 m a$.\\ Aşadar, $T_{1}=2000 \mathrm{~N}$ şi $T_{2}=1000 \mathrm{~N}$.\\"
"1.295","Legea forței elastice se scrie $F=k \Delta L=E \frac{S}{L} \Delta L$, de unde putem identifica constanta elastică $k=\frac{E S}{L}$. Energia potențială elastică pe unitatea de volum este:\\ $w=\frac{\frac{k(\Delta L)^{2}}{2}}{L S}=\frac{k(\Delta L)^{2}}{2 L S}=\frac{E S(\Delta L)^{2}}{2 L^{2} S}=\frac{E}{2}\left(\frac{\Delta L}{L}\right)^{2}=\frac{E \varepsilon^{2}}{2}$, care se mai poate scrie, ținând cont de legea lui Hooke sub forma: $\sigma=E \varepsilon$, $w=\frac{\sigma \varepsilon}{2}$.\\"
"1.296","Întrucât unei alungiri a resortului cu $9 \mathrm{~cm}$ îi corespunde o forță de $180 \mathrm{~N}$, rezultă că valoarea constantei elastice este de $k=\frac{180}{0,09}=2000 \mathrm{~N} / \mathrm{m}$.\\ Frecvența de oscilație a unui corp atârnat de dinamometru este:\\ $v=\frac{1}{2 \pi} \sqrt{\frac{k}{m}}$, de unde masa corpului: $m=\frac{k}{4 \pi^{2} v^{2}}=\frac{2000}{4 \pi^{2} \cdot 1,5^{2}} \approx 22,5 \mathrm{~kg}$.\\"
"1.297","Aflăm viteza corpului $m_{1}$ la baza planului înclinat (de exemplu folosind teorema variației energiei cinetice):\\ $\Delta E_{c}=L=L_{G}+L_{F_{f}}$;\\ $\frac{m_{1} v^{2}}{2}=m_{1} g h-\mu m_{1} g l \cos \alpha$;\\ $v=\sqrt{2 g l(\sin \alpha-\mu \cos \alpha)}$;\\ (Variantă: $a=g(\sin \alpha-\mu \cos \alpha) ; \quad \nu=\sqrt{2 a l}$)\\ Conservarea impulsului la ciocnirea plastică de la baza planului înclinat:\\ $m_{1} v=\left(m_{1}+m_{2}\right) u; \quad u=\frac{v}{4}$.\\ Aplicăm teorema variației energiei cinetice a sistemului resort + ansamblul celor două corpuri:\\ $\Delta E_{c}=L_{F e}+L_{F_{f}} \Rightarrow 0-\frac{\left(m_{1}+m_{2}\right) u^{2}}{2}=-\frac{k \Delta l^{2}}{2}-\mu\left(m_{1}+m_{2}\right) g \Delta l$.\\ Obținem ecuația: $k \Delta l^{2}+2 \mu\left(m_{1}+m_{2}\right) g \Delta l-\left(m_{1}+m_{2}\right) u^{2}=0$.\\ După înlocuirea lui $u$ și rezolvarea ecuației de gradul doi se obține:\\ $\Delta l \cong 0,01 \mathrm{~m}=1 \mathrm{~cm}$.\\"
"1.298","Folosind relația lui Galilei, aflăm accelerația mobilului:\\ $v_{2}^{2}=v_{1}^{2} 2 a d \Rightarrow a=\frac{v_{2}^{2}-v_{1}^{2}}{2 d}=\frac{400-25}{250}=1,5 \mathrm{~m} / \mathrm{s}^{2}$.\\ Folosind legea vitezei în mişcarea rectilinie uniform accelerată, aflăm timpul:\\ $t=\frac{v_{2}-v_{1}}{a}=\frac{20-5}{1,5}=10 \mathrm{~s}$.\\ Ştiind că $L=P \cdot t$, obținem: $L=15 \cdot 10^{3} \cdot 10=150 \mathrm{~kJ}$.\\"
"1.299","Pentru primul vagon, înainte de ciocnire, teorema variației energiei cinetice se scrie:\\ $\frac{m_{1}}{2}\left(\frac{v}{2}\right)^{2}-\frac{m_{1} v^{2}}{2}=-\mu g m_{1} d_{1}$, din care rezultă relația: $v^{2}=\frac{8}{3} \mu g d_{1} \quad (1)$\\ Conservarea impulsului în ciocnirea plastică se scrie:\\ $m_{1} \cdot \frac{v}{2}=\left(m_{1}+m_{2}\right) u$ sau $u=\frac{v}{2(n+1)}$.\\ Teorema variației energiei cinetice pe distanța $d_{2}$ se scrie:\\ $0-\frac{\left(m_{1}+m_{2}\right) u^{2}}{2}=-\mu\left(m_{1}+m_{2}\right) g d_{2}$.\\ Obținem: $u^{2}=2 \mu g d_{2}$ sau $\frac{v^{2}}{4(n+1)^{2}}=2 \mu g d_{2}$. Înlocuind $v^{2}$ din (1) rezultă:\\ $\frac{d_{1}}{3}=(n+1)^{2} d_{2}$, de unde $n=1$.\\"
"1.300","Energia cinetică inițială se scrie $E_{c}=\frac{p^{2}}{2 m}$, iar cea finală este $E_{c}^{\prime}=\frac{p^{2}}{2 m}=\frac{16 p^{2}}{2 m}$. Teorema variației energiei cinetice $\Delta E_{c}=L$ conduce la:\\ $L=\frac{15 p^{2}}{2 m}=15 E_{c}=15 \cdot 200 \mathrm{~J}=3 \mathrm{~kJ}$.\\"
"1.301","Randamentul este o mărime adimensională $\left(\eta=\frac{P_{u}}{P_{c}}\right)$; singurul raport adimensional este D).\\ Într-adevăr: $\frac{\mathrm{J} \cdot \mathrm{~s}^{2}}{\mathrm{~kg} \cdot \mathrm{~m}^{2}}=\frac{\mathrm{N} \cdot \mathrm{~m} \cdot \mathrm{~s}^{2}}{\mathrm{~kg} \cdot \mathrm{~m}^{2}}=\frac{\mathrm{kg} \cdot \mathrm{~m} \cdot \mathrm{~s}^{-2} \cdot \mathrm{~m} \cdot \mathrm{~s}^{2}}{\mathrm{~kg} \cdot \mathrm{~m}^{2}}=1$.\\"
"1.302","$v_{m}=\frac{x\left(t_{2}\right)-x\left(t_{1}\right)}{t_{2}-t_{1}}=\frac{x(3)-x(2)}{3-2}=1 \mathrm{~m} / \mathrm{s}$.\\ Observație: Ecuația vitezei mobilului $v(t)=x^{\prime}(t)=20-3 t^{2}$ conduce la $v(3)=-7 \mathrm{~m} / \mathrm{s}$; $v(2)=8 \mathrm{~m} / \mathrm{s}$. Calculul $v_{m}=\frac{v(3)+v(2)}{2}=0,5 \mathrm{~m} / \mathrm{s}$ este greşit, deoarece numai în mişcarea uniform variatã $v_{m}=\frac{v_{1}+v_{2}}{2}$. În cazul nostru: $a=-6 t \neq c t$.\\"
"1.303","Răspuns corect: D).\\"
"1.304","Ecuația de mişcare ale celor două mobile sunt:\\ $x_{1}(t)=a_{1} \frac{t^{2}}{2}=t^{2}$;\\ $x_{2}(t)=v_{02}(t-\tau)+a_{2} \frac{(t-\tau)^{2}}{2}=v_{02}(t-1)-(t-1)^{2}$.\\ La întâlnire $x_{1}(t)=x_{2}(t)$, adică $2 t^{2}-\left(v_{02}+2\right) t+\left(v_{02}+1\right)=0$. Rădăcinile ecuației vor fi:\\ $t_{1}=\frac{v_{02}+2-\sqrt{v_{02}^{2}-4 v_{02}-4}}{4} \text { şi } t_{2}=\frac{v_{02}+2+\sqrt{v_{02}^{2}-4 v_{02}-4}}{4}$.\\ $\Delta t=t_{2}-t_{1}=\frac{\sqrt{v_{02}^{2}-4 v_{02}-4}}{2};$ din condiția $\Delta t=\frac{1}{2} \mathrm{~s}$ se obține ecuația:\\ $v_{02}^{2}-4 v_{02}-5=0$, cu rădăcinile: $v_{02}=5 \mathrm{~m} / \mathrm{s}$; $v_{02}^{\prime}=-1 \mathrm{~m} / \mathrm{s}$.\\ Valoarea $v_{02}^{\prime}=-1 \mathrm{~m} / \mathrm{s}$ nu se încadrează în enunțul problemei (mobilul 2 are viteză pozitivă). Corect: $v_{02}=5 \mathrm{~m} / \mathrm{s}$.\\"
"1.305","Am notat distanţa $\mathrm{AB}=d$.\\ $v_{m}=\frac{D_{\text {total}}}{t_{\text {total}}}=\frac{2 d}{t_{1}+t_{2}}=\frac{2 d}{\frac{d}{v_{1}}+\frac{d}{v_{2}}}=\frac{2 v_{1} v_{2}}{v_{1}+v_{2}}=48 \mathrm{~km} / \mathrm{h}$.\\"
"1.306","Legea a doua a dinamicii se scrie la momentul $t$:\\ $F(t)-F_{f}=m \cdot a(t) \Rightarrow F(t)=\mu m g+m \cdot a=10^{5} \mathrm{~N}$.\\ Puterea este egală cu: $P=F(t) \cdot v(t)=10^{6} \mathrm{~W}=1 \mathrm{~MW}$.\\"
"1.307","$L=F \cdot d \cos \alpha$. Rezultă $F=\frac{L}{d \cos \alpha}=\frac{5 \cdot 10^{3}}{10 \cdot \frac{1}{2}}=10^{3} \mathrm{~N}$.\\"
"1.308","Conservarea impulsului sistemului celor doi patinatori:\\ $0=m_{1} v_{1}-m_{2} v_{2} \Rightarrow \frac{v_{1}}{v_{2}}=\frac{m_{2}}{m_{1}}$.\\ Teorema variației energiei pentru fiecare patinator în procesul alunecării (același coeficient de frecare pentru amândoi):\\ $-\frac{m_{1} v_{1}^{2}}{2}=-\mu m_{1} g d_{1}; \quad -\frac{m_{2} v_{2}^{2}}{2}=-\mu m_{2} g d_{2}$.\\ De aici: $\frac{v_{1}^{2}}{v_{2}^{2}}=\frac{d_{1}}{d_{2}}=\frac{m_{2}^{2}}{m_{1}^{2}}$.\\ Ştiind că $d_{1}=1,44 d_{2}$, rezultă $\frac{m_{2}}{m_{1}}=1,2$, deci $m_{2}=1,2 m_{1}=60 \mathrm{~kg}$.\\"
"1.309","$v=r \omega$, deci $p=m v=m r \omega$. Unitatea de măsură este: ${[p]_{S I}=\mathrm{N} \cdot \mathrm{s}}$.\\"
"1.310","Deplasarea are legea: $x=6 t^{2}+4 t-5 \quad (\mathrm{m})$\\ Viteza este derivata în raport cu timpul: $v=\frac{d x}{d t}=12 t+4 \quad(\mathrm{m} / \mathrm{s})$.\\"
"1.311","Corpul va avea, sub acțiunea greutății, o mişcare rectilinie uniform variată. Alegând ca axă de referință axa $Oy$, orientată vertical în sus, legea de mişcare a corpului se scrie:\\ $y=y_{0}+v_{0} t+\frac{a t^{2}}{2}$, dar $y_{0}=0,\ a=-g$, rezultă: $y=v_{0} t-\frac{g t^{2}}{2}$.\\"
"1.312","Corpul se mişcă uniform atunci când: $F_{r}=G=m g \Rightarrow m=\frac{F_{r}}{g}=1 \mathrm{~kg}$.\\"
"1.313","Fie $F_{0}, F_{1}, F_{2}$ forțele de tracțiune ale vehiculului atunci când acesta se deplasează uniform pe un drum orizontal, urcă, respectiv coboară, pe un plan înclinat de unghi $\alpha$. Din legea a doua a dinamicii, scrisă pentru fiecare caz în parte avem:\\ $F_{0}-F_{f}=0 \Rightarrow F_{0}=F_{f}=\mu m g$;\\ $F_{1}-F_{f}-G_{t}=0 \Rightarrow F_{1}=F_{f}+G_{t}=m g(\sin \alpha+\mu \cos \alpha)$;\\ $F_{2}-F_{f}+G_{t}=0 \Rightarrow F_{2}=F_{f}-G_{t}=m g(-\sin \alpha+\mu \cos \alpha)$.\\ Cum mişcarea este uniformă şi puterea dezvoltată de motor este aceeaşi de fiecare dată:\\ $P=F_{0} v_{0}=F_{1} v_{1}=F_{2} v_{2}$;\\ Din prima egalitate avem:\\ $v_{0} \mu=v_{2}(\mu \cos \alpha-\sin \alpha) \Rightarrow \mu=\frac{v_{2} \sin \alpha}{v_{2} \cos \alpha-v_{0}}$.\\ Introducând expresia lui $\mu$ în a doua egalitate obținem:\\ $\cos \alpha=\frac{v_{0}\left(v_{1}+v_{2}\right)}{2 v_{1} v_{2}} \Rightarrow \alpha=\arccos \frac{v_{0}\left(v_{1}+v_{2}\right)}{2 v_{1} v_{2}}$.\\"
"1.314","Când vehiculul se pune în mişcare cu accelerația $a$, pendulul aflat inițial în repaus deviază sub acțiunea forței de inerție $F_{i}$ cu unghiul $\alpha$ astfel că putem scrie:\\ $\operatorname{tg} \alpha=\frac{F_{i}}{G}=\frac{m a}{m g}=\frac{a}{g} \Rightarrow a=g \cdot \operatorname{tg} \alpha \quad (1)$\\ Fie $F_{1}$ forța de tracțiune a vehiculului aflat în mişcare accelerată şi $F_{2}$ forța de tracțiune a vehiculului aflat în mişcare uniformă:\\ $F_{1}-\mu m g=m a  \quad (2)$\\ $F_{2}-\mu m g=0 \Rightarrow F_{2}=\mu m g$;\\ $\frac{F_{1}}{F_{2}}=n \Rightarrow F_{1}=n F_{2}=n \mu m g$.\\ Relația (2) devine: $n \mu m g-\mu m g=m g \cdot \operatorname{tg} \alpha \Rightarrow \mu=\frac{\operatorname{tg} \alpha}{n-1}$.\\"
